Subcategory	Category	HPO_term	number	HPO_text	Subcategory_old_name
immune abn.	9-Alterations of the hematologi	HP:0002959	2	Impaired Ig class switch recombination	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002722	2	Recurrent abscess formation	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0032326	2	Methicillin-resistant Staphylococcus aureus infection	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0012393	2	Allergy	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0020072	2	Persistent EBV viremia	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0012649	1	Increased inflammatory response	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002955	1	Granulomatosis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0032252	1	Granuloma	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0030354	1	Abnormal serum interferon level	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001955	1	Unexplained fevers	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002847	1	Impaired memory B cell generation	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0030250	1	Pulmonary granulomatosis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001025	3	Urticaria	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0003212	5	Increased circulating IgE level	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0004430	3	Severe combined immunodeficiency	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0032140	1	Decreased specific antibody response to vaccination	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0006521	1	Pulmonary lymphangiectasia	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0001971	1	Hypersplenism	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0003765	1	Psoriasiform dermatitis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0002846	1	Abnormal B cell morphology	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0010975	1	Abnormal B cell count	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0004432	1	Agammaglobulinemia	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0100327	1	Cow milk allergy	9-immune abnormality
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0011107	2	Recurrent aphthous stomatitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0005437	2	Recurrent infections in infancy and early childhood	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0001287	2	Meningitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0011274	2	Recurrent mycobacterial infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0005432	1	Transient hypogammaglobulinemia of infancy	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0004387	1	Enterocolitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0011108	1	Recurrent sinusitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0004431	1	Complement deficiency	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0005353	1	Recurrent herpes	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0005390	1	Recurrent opportunistic infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002718	1	Recurrent bacterial infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0011109	1	Chronic sinusitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0006538	1	Recurrent bronchopulmonary infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002205	4	Recurrent respiratory infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0200117	1	Recurrent upper and lower respiratory tract infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0000010	1	Recurrent urinary tract infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0032157	1	Recurrent genital herpes	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0100838	1	Recurrent cutaneous abscess formation	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0100776	2	Recurrent pharyngitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0031458	1	Adenoiditis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0000388	1	Otitis media	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0012178	1	Reduced natural killer cell activity	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0001412	1	Enteroviral hepatitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0031123	1	Recurrent gastroenteritis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002728	1	Chronic mucocutaneous candidiasis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0000389	1	Chronic otitis media	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002743	1	Recurrent enteroviral infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0000246	1	Sinusitis	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0012121	1	Panuveitis	9-Only immunodeficiency and recurrent infections
neuromuscular signs	2-Neuromuscular	HP:0002277	NA	Horner syndrome	2-Neuromuscular signs
myopathy	2-Neuromuscular	HP:0009073	NA	Progressive proximal muscle weakness	2-Myopathy
myopathy	2-Neuromuscular	HP:0003547	NA	Shoulder girdle muscle weakness	2-Myopathy
endocrine abn.	8-Endocrine metabolic   seconda	HP:0003088	NA	Premature osteoarthritis	8-Endocrine abnormalities
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
abn. of vision and eyes	10-Sensory organs alterations	HP:0007758	NA	obsolete Congenital visual impairment	10-Abnormality of vision and eyes
not classified elsewhere	12-others	HP:0005850	NA	Congenital talipes calcaneovalgus	12-others
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0000263	NA	Oxycephaly	6-Cranial dysostosis
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0000554	NA	Uveitis	9-Only immunodeficiency and recurrent infections
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0100890	NA	Cyst of the ductus choledochus	7-Congenital inner organ malformations (without heart)
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0005764	NA	Polyarticular arthritis	9-Autoimmune and rheumatological signs
autoimmune and rheumatological signs	9-Alterations of the hematologi	HP:0045029	NA	Eosinophilic fasciitis	9-Autoimmune and rheumatological signs
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006564	NA	Fluctuating hepatomegaly	8-secondary inner organ alternations
neuromuscular signs	2-Neuromuscular	HP:0008026	NA	Horizontal opticokinetic nystagmus	2-Neuromuscular signs
not classified elsewhere	12-others	HP:0000408	NA	Progressive sensorineural hearing impairment	12-others
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002037	NA	Inflammation of the large intestine	9-Only immunodeficiency and recurrent infections
hematological abnormalities	9-Alterations of the hematologi	HP:0001908	NA	Hypoplastic anemia	9-Hematological abnormalities
immune abn.	9-Alterations of the hematologi	HP:0100727	NA	Histiocytosis	9-immune abnormality
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
hematological abnormalities	9-Alterations of the hematologi	HP:0008169	NA	Reduced factor VII activity	9-Hematological abnormalities
not classified elsewhere	12-others	HP:0012568	NA	Lower eyelid edema	12-others
not classified elsewhere	12-others	HP:0012724	NA	Upper eyelid edema	12-others
endocrine abn.	8-Endocrine metabolic   seconda	HP:0100647	NA	Graves disease,  Morbus Basedow	8-Endocrine abnormalities
abn. behaviour and psychiatric symptoms	1-Neurodevelopmental	HP:0100851	NA	Abnormal emotion/affect behavior	1-Only Abnormal behaviour and psychiatric symptoms
myopathy	2-Neuromuscular	HP:0007911	NA	Congenital bilateral ptosis	2-Myopathy
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0030021	NA	Auricular tag	5-Facial dysmorphism (without teeths)
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
not classified elsewhere	12-others	HP:0002086	NA	Abnormality of the respiratory system	12-others
con. inner organ malf. (wo heart)	7-Congenital Malformations	HP:0010959	NA	Congenital cystic adenomatoid malformation of the lung	7-Congenital inner organ malformations (without heart)
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0031949	NA	Recurrent bacterial upper respiratory tract infections	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0012262	NA	Abnormal ciliary motility	9-Only immunodeficiency and recurrent infections
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000992	NA	Cutaneous photosensitivity	6-Abnormalities of the skin
not classified elsewhere	12-others	HP:0002086	NA	Abnormality of the respiratory system	12-others
myopathy	2-Neuromuscular	HP:0000467	NA	Neck muscle weakness	2-Myopathy
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006510	NA	Chronic pulmonary obstruction	8-secondary inner organ alternations
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0002751	NA	Kyphoscoliosis	6-Abnormality of the trunk
sec. inner organ alterations	8-Endocrine metabolic   seconda	HP:0006510	NA	Chronic pulmonary obstruction	8-secondary inner organ alternations
abn. of the trunk	6-AbnormalityConnective Tissue	HP:0002751	NA	Kyphoscoliosis	6-Abnormality of the trunk
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
cranial dysostosis	6-AbnormalityConnective Tissue	HP:0010636	NA	Schizencephaly	6-Cranial dysostosis
abn. in head MRI	11-Abnormal findings of Head MR	HP:0007095	NA	obsolete Frontoparietal polymicrogyria	11-Abnormal findings in MRI of head
abn. of the skin	6-AbnormalityConnective Tissue	HP:0000951	NA	Abnormality of the skin	6-Abnormalities of the skin
not classified elsewhere	12-others	HP:0025268	NA	Stuttering	12-others
neuropathy	2-Neuromuscular	HP:0012535	NA	Abnormal synaptic transmission	2-Neuropathy
abn. of vision and eyes	10-Sensory organs alterations	HP:0007875	NA	Congenital blindness	10-Abnormality of vision and eyes
abn. of teeth	5-Facial dysmorphism	HP:0006285	NA	Enamel hypomineralization	5-Abnormal teeths
myopathy	2-Neuromuscular	HP:0025406	NA	Asthenia	2-Myopathy
neuropathy	2-Neuromuscular	HP:0012534	NA	Dysesthesia	2-Neuropathy
metabolic abn.	8-Endocrine metabolic   seconda	HP:0410281	NA	Dyspepsia	8-Metabolic abnormalities
neuromuscular signs	2-Neuromuscular	HP:0000544	NA	External ophthalmoplegia	2-Neuromuscular signs
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
metabolic abn.	8-Endocrine metabolic   seconda	HP:0004789	NA	Lactose intolerance	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0001939	NA	Abnormality of metabolism/homeostasis	8-Metabolic abnormalities
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000863	NA	Central diabetes insipidus	8-Endocrine abnormalities
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
abn. of growth	4-Growth abnormalities of head	HP:0001519	NA	Disproportionate tall stature	4-Growth disorders
endocrine abn.	8-Endocrine metabolic   seconda	HP:0000852	NA	Pseudohypoparathyroidism	8-Endocrine abnormalities
abn. behaviour and psychiatric symptoms	1-Neurodevelopmental	HP:0031589	NA	Suicidal ideation	1-Only Abnormal behaviour and psychiatric symptoms
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002037	NA	Inflammation of the large intestine	9-Only immunodeficiency and recurrent infections
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0002037	NA	Inflammation of the large intestine	9-Only immunodeficiency and recurrent infections
seizures	3-Seizures	HP:0011185	NA	EEG with focal epileptiform discharges	3-Seizures
abn. in head MRI	11-Abnormal findings of Head MR	HP:0032046	NA	Focal cortical dysplasia	11-Abnormal findings in MRI of head
not classified elsewhere	12-others	HP:0002442	NA	Dyscalculia	12-others
immune abn.	9-Alterations of the hematologi	HP:0100727	NA	Histiocytosis	9-immune abnormality
immune abn.	9-Alterations of the hematologi	HP:0410324	NA	Dust mite allergy	9-immune abnormality
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
abn. in head MRI	11-Abnormal findings of Head MR	HP:0032046	NA	Focal cortical dysplasia	11-Abnormal findings in MRI of head
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003572	NA	Low plasma citrulline	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003218	NA	Oroticaciduria	8-Metabolic abnormalities
metabolic abn.	8-Endocrine metabolic   seconda	HP:0003217	NA	Hyperglutaminemia	8-Metabolic abnormalities
not classified elsewhere	12-others	HP:0002574	NA	Episodic abdominal pain	12-others
not classified elsewhere	12-others	HP:0002093	NA	Respiratory insufficiency	12-others
abn. of the limbs	6-AbnormalityConnective Tissue	HP:0011908	NA	Unilateral radial aplasia	6-Limb abnormalities
malf. of the heart	7-Congenital Malformations	HP:0011657	NA	Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis	7-Only heart malformation
immunodeficiency and rec. infections	9-Alterations of the hematologi	HP:0045073	NA	Serositis	9-Only immunodeficiency and recurrent infections
